FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Aman,Sharma,STU04202,Female,21,Business,74.73,47.06,54.73,71.1,68.68,2.42,C,10.5,60.39,High,84,93.77
Ahmed,Smith,STU04203,Male,23,AI & ML,78.23,56.07,45.27,68.39,62.61,2.32,D,22.2,58.09,High,92,47.39
Karan,Singh,STU04204,Female,22,CS,50.36,58.86,56.23,82.97,86.73,2.85,B,16.9,71.2,Low,20,58.31
Anjali,Kumar,STU04205,Female,19,AI & ML,72.47,99.17,95.46,65.55,38.9,2.99,B,24.4,74.77,High,85,67.32
Anjali,Williams,STU04206,Male,22,Business,51.63,95.12,90.79,84.96,43.54,3.14,B,11.3,78.6,Medium,77,54.19
Imran,Brown,STU04207,Male,19,Physics,88.27,69.64,67.63,50.54,76.76,2.65,C,18.1,66.14,Medium,51,61.65
Neha,Brown,STU04208,Male,21,Engineering,81.74,76.01,90.02,68.31,82.02,3.16,B,7.7,79.09,Medium,79,46.33
Karan,Kumar,STU04209,Female,20,CS,83.32,39.01,89.31,68.17,51.51,2.48,C,27.8,62.0,High,92,45.04
Pooja,Davis,STU04210,Female,22,Mathematics,85.64,70.49,76.16,67.87,46.58,2.61,C,19.7,65.27,Medium,51,66.48
Kabir,Verma,STU04211,Male,22,AI & ML,66.04,87.66,89.14,73.47,35.14,2.85,B,13.8,71.35,Medium,77,84.03
Maria,Singh,STU04212,Female,19,Physics,59.91,63.1,83.43,61.58,73.93,2.82,B,11.2,70.51,Medium,69,69.49
Ali,Davis,STU04213,Female,19,AI & ML,88.85,87.55,76.77,72.08,85.53,3.22,A,12.0,80.48,Medium,78,87.63
Meera,Davis,STU04214,Female,24,Physics,70.48,40.91,70.03,74.41,72.64,2.58,C,33.0,64.5,Low,30,95.42
Priya,Davis,STU04215,Female,24,Physics,64.95,38.43,79.8,74.24,41.91,2.34,D,6.1,58.59,High,98,77.62
Rakesh,Williams,STU04216,Male,23,Engineering,92.67,57.09,79.64,64.96,35.97,2.38,D,15.6,59.41,Medium,78,65.88
Ravi,Singh,STU04217,Female,20,Commerce,65.86,79.4,83.51,78.46,83.61,3.25,A,6.7,81.25,High,100,44.97
John,Singh,STU04218,Male,20,Physics,62,96.24,60.8,77.8,72.83,3.08,B,31.7,76.92,Medium,53,54.52
John,Davis,STU04219,Female,21,CS,86.76,71.8,57.72,96.34,46.33,2.72,C,14.7,68.05,Low,27,66.65
John,Brown,STU04220,Female,21,Mathematics,89.05,61.9,44.47,92.84,94.01,2.93,B,34.7,73.31,Medium,70,42.91
Pooja,Singh,STU04221,Female,19,Commerce,89.87,93,49.95,80.76,77.07,3.01,B,21.0,75.19,High,96,83.36
Rakesh,Jones,STU04222,Male,21,Business,98.7,94.09,92.92,67.26,68.6,3.23,A,33.7,80.72,High,95,95.77
Neha,Davis,STU04223,Female,22,Physics,84.8,70.32,52.8,94.87,97.18,3.15,B,32.0,78.79,High,97,84.08
Liam,Davis,STU04224,Female,24,Physics,57.3,35.65,51.03,76.14,40.31,2.03,D,25.6,50.78,High,81,82.7
Neha,Jones,STU04225,Male,24,Engineering,96.08,40.92,51.63,99.78,56.23,2.49,C,33.4,62.14,Medium,75,61.21
Deepa,Yadav,STU04226,Male,21,Physics,75.2,76.79,92.33,81.01,50.11,3,B,16.3,75.06,Medium,67,87.68
Liam,Brown,STU04227,Male,19,CS,85.42,65.65,96.22,65,47.39,2.74,C,11.6,68.56,High,86,63.47
Rakesh,Verma,STU04228,Female,22,AI & ML,77.92,83.04,97.87,65.29,51.21,2.97,B,12.8,74.35,Medium,77,73.61
Ravi,Smith,STU04229,Female,21,Commerce,66.12,81.02,70.18,55.47,45.73,2.52,C,34.0,63.1,Medium,52,97.12
Kabir,Johnson,STU04230,Male,24,Commerce,94.44,42.15,57.54,77.89,84.16,2.62,C,25.3,65.44,High,100,66.65
Raj,Johnson,STU04231,Female,19,Physics,50.43,70.53,63.77,55.94,86.4,2.77,C,10.4,69.16,Medium,79,69.25
Pooja,Verma,STU04232,Male,18,Physics,96.85,43.81,40.99,46.72,53.56,1.85,F,27.1,46.27,Medium,59,71.38
Neha,Kumar,STU04233,Male,20,Engineering,78.43,90.38,59.14,99.24,70.77,3.2,B,29.4,79.88,High,84,99.39
Emma,Sharma,STU04234,Female,18,CS,82.64,43.4,47.65,45.98,79.7,2.17,D,27.7,54.18,Medium,68,80.97
Ravi,Yadav,STU04235,Male,20,Commerce,56.46,92.42,85.47,76.47,67.75,3.22,A,15.9,80.53,Medium,74,67.29
Meera,Davis,STU04236,Female,18,Commerce,62,62.26,71.55,97.67,99.56,3.31,A,25.3,82.76,Low,43,62.47
Rakesh,Patel,STU04237,Female,19,AI & ML,85.87,73.61,84.96,83.47,80.07,3.22,A,14.0,80.53,Low,29,58.38
Deepa,Johnson,STU04238,Male,20,Engineering,74.23,87.81,91.61,83.02,53.58,3.16,B,20.1,79.0,Medium,75,53.55
Divya,Kumar,STU04239,Male,20,AI & ML,66.99,82.76,81.7,66.84,80.37,3.12,B,9.8,77.92,Low,31,50.67
Rakesh,Singh,STU04240,Male,24,Business,62.06,76.55,59.85,40.83,41.88,2.19,D,14.7,54.78,Medium,52,50.56
Deepa,Patel,STU04241,Female,20,Physics,93.63,35.6,70.97,88.87,77.16,2.73,C,33.8,68.15,High,93,76.72
Neha,Verma,STU04242,Female,18,Business,62.08,68.98,85.22,67.59,41.34,2.63,C,18.7,65.78,Medium,77,67.26
Pooja,Verma,STU04243,Male,21,Commerce,88.54,48.22,69.07,60.93,55.59,2.34,D,27.0,58.45,Medium,52,51.7
Arjun,Verma,STU04244,Female,22,Mathematics,92.52,38.23,82.74,62.01,42.52,2.26,D,21.0,56.38,Medium,59,47.89
Deepa,Jones,STU04245,Female,23,CS,76.52,58.17,83.73,67.72,86.14,2.96,B,11.5,73.94,Medium,51,82.85
Liam,Verma,STU04246,Female,22,Business,54.49,70.51,56.14,85.53,92.01,3.04,B,11.7,76.05,High,80,45.0
Rahul,Kumar,STU04247,Male,20,Mathematics,67.09,38.34,41.33,56.21,75.47,2.11,D,13.9,52.84,High,90,58.03
Priya,Davis,STU04248,Female,20,Commerce,74.76,68.73,88.75,57.01,48.61,2.63,C,15.5,65.78,High,89,66.65
Isha,Williams,STU04249,Male,18,Mathematics,62.67,77.86,67.25,59.96,90.24,2.95,B,21.2,73.83,Medium,73,75.68
Deepa,Davis,STU04250,Female,19,Engineering,75.62,55.84,45.4,97.91,39.98,2.39,D,13.4,59.78,High,81,56.17
Liam,Williams,STU04251,Male,20,Engineering,50.04,54.17,73.7,78.03,40.39,2.46,C,6.2,61.57,High,81,83.48
Meera,Williams,STU04252,Male,22,AI & ML,57.89,91.31,92.36,46.39,53.38,2.83,B,21.6,70.86,Medium,75,67.92
Priya,Williams,STU04253,Female,22,AI & ML,68.34,51.59,58.51,50.64,87.33,2.48,C,12.6,62.02,Medium,59,85.62
Arjun,Smith,STU04254,Male,19,Mathematics,83.13,88.54,55.58,73,71.36,2.88,B,32.0,72.12,Medium,66,65.07
Anjali,Davis,STU04255,Female,24,Physics,99.65,69.58,98.18,90.34,47.29,3.05,B,28.7,76.35,High,87,80.77
Rahul,Patel,STU04256,Female,21,Commerce,54.81,46.76,80.34,94.29,57.45,2.79,C,22.3,69.71,Medium,67,69.47
John,Kumar,STU04257,Female,20,CS,87.25,43.55,55.72,83.75,56.9,2.4,D,8.7,59.98,Medium,61,92.07
Emma,Jones,STU04258,Female,21,AI & ML,62.65,77.55,76.46,57.35,54.61,2.66,C,17.1,66.49,High,81,82.44
Karan,Johnson,STU04259,Male,20,Commerce,90.82,84.48,64.55,87.86,84.7,3.22,A,31.7,80.4,Medium,73,44.93
Deepa,Sharma,STU04260,Male,20,Engineering,95.97,46.47,47.86,96.66,88.82,2.8,C,24.2,69.95,Medium,67,87.96
Priya,Jones,STU04261,Male,21,Business,84.5,77.96,57.93,72.39,97.93,3.06,B,13.2,76.55,High,90,88.79
Kabir,Brown,STU04262,Male,24,Physics,61.21,62.45,98.8,95.4,97.86,3.55,A,31.5,88.63,Medium,55,63.97
Maria,Johnson,STU04263,Female,21,AI & ML,85.85,61.4,51.73,54.7,98.38,2.66,C,14.9,66.55,High,86,51.96
Ravi,Verma,STU04264,Male,18,Mathematics,59.68,46.78,98.79,41.04,54.58,2.41,C,13.0,60.3,Low,48,93.06
Rohit,Johnson,STU04265,Female,21,Engineering,60.17,61.2,60.14,92.85,93.37,3.08,B,11.9,76.89,High,91,69.35
Deepa,Brown,STU04266,Female,19,Business,56.76,89.45,62.22,51.55,68.21,2.71,C,12.9,67.86,Low,32,99.38
Deepa,Sharma,STU04267,Female,18,Mathematics,93.9,93.33,97.55,81.29,60.65,3.33,A,12.8,83.2,Low,48,85.19
Ali,Jones,STU04268,Female,19,Commerce,77.53,51.37,56.59,78.08,99.96,2.86,B,33.8,71.5,Medium,66,56.3
Isha,Sharma,STU04269,Male,18,Physics,60.67,95.7,99.15,80.12,75.33,3.5,A,25.2,87.58,Medium,72,73.27
Rakesh,Brown,STU04270,Female,24,Physics,53.79,41.06,46.52,78.71,49.86,2.16,D,23.0,54.04,Low,29,56.83
John,Verma,STU04271,Male,18,CS,59.49,41.41,53.99,60.6,80.25,2.36,D,20.7,59.06,Medium,53,93.17
Divya,Williams,STU04272,Female,20,AI & ML,98.66,71.42,62.28,83.69,58.93,2.76,C,34.4,69.08,High,99,65.94
Ali,Brown,STU04273,Male,18,Mathematics,78.25,68.87,60.98,93.35,98.83,3.22,A,29.8,80.51,Medium,78,41.47
Divya,Brown,STU04274,Female,22,Physics,69.99,73.89,82.01,82.75,40.3,2.79,C,25.1,69.74,High,88,44.91
Karan,Davis,STU04275,Male,20,Engineering,61.16,47.81,86,53.9,84.7,2.72,C,21.4,68.1,Low,42,54.06
Deepa,Yadav,STU04276,Female,21,Business,90.14,85.24,89.55,45.98,71.76,2.93,B,32.6,73.13,High,88,89.88
Omar,Patel,STU04277,Female,21,CS,75.26,57.01,49.27,77.97,62.64,2.47,C,23.5,61.72,Medium,71,64.29
Emma,Johnson,STU04278,Female,20,CS,93.9,89.22,41.68,65.64,74.04,2.71,C,20.3,67.65,Low,31,76.07
Maria,Smith,STU04279,Male,24,Physics,89.4,42.79,84.89,85.59,92.25,3.06,B,25.6,76.38,Medium,68,93.95
Aman,Brown,STU04280,Male,23,Engineering,92.01,39.34,73.67,79.44,37.62,2.3,D,29.0,57.52,Medium,74,74.8
Raj,Johnson,STU04281,Male,23,AI & ML,84.88,46.07,44.51,87.04,76.35,2.54,C,29.0,63.49,Medium,58,91.71
Pooja,Patel,STU04282,Male,18,Mathematics,98.62,69.89,74.38,61.32,92.42,2.98,B,26.6,74.5,Low,34,55.52
Ali,Patel,STU04283,Male,24,Mathematics,75.62,77.76,61.99,93.45,78.35,3.12,B,18.7,77.89,High,89,50.58
Raj,Sharma,STU04284,Female,20,Business,91.16,75.39,83.7,75.65,93.32,3.28,A,11.0,82.02,Medium,63,53.93
Rahul,Sharma,STU04285,Female,23,Commerce,80.49,49.33,56.73,99.46,37.33,2.43,C,33.0,60.71,High,97,75.91
Isha,Jones,STU04286,Female,19,Business,59.08,97.08,72.58,54.77,69.23,2.94,B,33.0,73.42,Medium,61,45.79
Karan,Singh,STU04287,Female,23,Commerce,61.78,81.28,58.3,93.95,81.73,3.15,B,30.8,78.81,High,90,87.17
Divya,Yadav,STU04288,Female,23,Mathematics,75.71,71.12,51.34,98.94,70.05,2.91,B,8.2,72.86,Medium,63,55.66
Aman,Brown,STU04289,Female,22,Mathematics,93.87,50.25,85.17,54.64,78,2.68,C,9.0,67.02,High,81,57.24
Karan,Kumar,STU04290,Male,22,Business,89.29,90.32,94.2,45.65,55.76,2.86,B,21.6,71.48,Medium,51,73.77
Kabir,Kumar,STU04291,Female,18,Mathematics,78.11,81.46,55.15,94.69,53.89,2.85,B,23.5,71.3,Medium,50,41.74
Ravi,Verma,STU04292,Female,18,AI & ML,96.47,66.82,55.26,72.81,47.47,2.42,C,11.7,60.59,Medium,78,60.25
Imran,Kumar,STU04293,Female,22,Commerce,63.47,74.28,75.36,60.18,36.4,2.46,C,15.3,61.55,Medium,54,85.44
Maria,Kumar,STU04294,Male,22,Physics,99.98,95.87,66.65,60.33,77.81,3.01,B,16.3,75.17,Medium,63,49.85
Neha,Davis,STU04295,Female,21,Engineering,97.76,60.04,67.36,42.16,99.85,2.69,C,10.4,67.35,Medium,53,75.45
Ali,Johnson,STU04296,Male,24,Commerce,82.58,78.77,43.04,42.51,87.46,2.52,C,15.0,62.94,Medium,57,70.77
Ravi,Kumar,STU04297,Male,22,CS,75.5,60.94,74.02,41.66,52.34,2.29,D,29.7,57.24,High,89,44.9
Maria,Singh,STU04298,Male,23,CS,66.29,92.71,41.09,82.33,80.73,2.97,B,14.8,74.22,High,87,42.2
Aman,Patel,STU04299,Male,18,Business,67.05,71.79,40.64,65.31,91.43,2.69,C,25.0,67.29,High,80,46.74
Omar,Yadav,STU04300,Female,24,Business,64.89,54.43,42.28,77.12,80.96,2.55,C,16.0,63.7,Low,40,59.35
Sneha,Smith,STU04301,Male,21,Commerce,67.19,68.85,49.74,61.02,82.84,2.62,C,29.0,65.61,Low,27,77.82
Neha,Smith,STU04302,Female,24,Business,88.37,41.21,91.79,85.26,37.21,2.55,C,31.5,63.87,Medium,59,79.83
Maria,Singh,STU04303,Female,22,Physics,52.57,35.84,41.67,70,53.99,2.01,D,30.4,50.38,High,85,60.76
Raj,Williams,STU04304,Male,19,CS,55.83,99.16,51.21,70.14,94.72,3.15,B,26.2,78.81,Medium,78,51.98
Deepa,Patel,STU04305,Female,21,Physics,77.01,58.73,91.08,51.63,66.88,2.68,C,9.0,67.08,High,91,40.57
Neha,Davis,STU04306,Male,18,Business,55.38,75.21,68.89,66.47,48.71,2.59,C,34.9,64.82,High,94,47.94
Simran,Smith,STU04307,Male,19,AI & ML,65.19,97.06,60.22,77.19,90.54,3.25,A,13.8,81.25,Medium,62,86.98
Deepa,Williams,STU04308,Male,23,AI & ML,95.27,51.17,66.19,90.76,89.07,2.97,B,30.8,74.3,High,85,95.76
Karan,Sharma,STU04309,Female,20,Mathematics,50.81,99.16,58.89,91,74.93,3.24,A,12.1,81.0,High,98,79.18
Kabir,Kumar,STU04310,Male,22,Business,82,59.58,66.86,94.66,40.06,2.61,C,26.8,65.29,Low,42,42.96
Karan,Smith,STU04311,Male,19,CS,60.93,84.9,79.22,57.55,71.99,2.94,B,6.7,73.42,Medium,67,59.75
Emma,Williams,STU04312,Female,18,Mathematics,82.47,41.76,99.66,67.41,66.77,2.76,C,16.7,68.9,High,90,61.34
Arjun,Davis,STU04313,Male,22,Commerce,52.07,91.78,97.8,62.54,88.04,3.4,A,19.0,85.04,Low,25,47.09
Liam,Jones,STU04314,Male,21,Mathematics,86.03,45.98,74.08,55.73,71.37,2.47,C,8.1,61.79,Medium,74,66.2
Imran,Smith,STU04315,Male,22,Business,56.91,75.49,89.87,50.73,56.15,2.72,C,34.8,68.06,Medium,61,63.0
Omar,Yadav,STU04316,Male,18,Engineering,90.11,66.03,86.7,76.18,57.75,2.87,B,13.3,71.67,Medium,71,66.34
Aman,Johnson,STU04317,Female,21,Mathematics,77.13,92.68,86.71,84.44,99.22,3.63,A+,17.1,90.76,High,95,67.48
Anjali,Patel,STU04318,Female,24,Physics,96.29,70.03,93.27,98.2,55.65,3.17,B,16.8,79.29,Low,47,95.26
Maria,Williams,STU04319,Female,24,Mathematics,89.99,50.8,66.51,69.51,98.56,2.85,B,15.6,71.34,Medium,69,46.21
Neha,Smith,STU04320,Male,21,AI & ML,64.32,78.57,49.6,75.06,83.37,2.87,B,29.3,71.65,Medium,65,49.82
Karan,Brown,STU04321,Male,22,Physics,67.62,91.68,74.19,86.27,97.21,3.49,A,25.6,87.34,Low,34,82.84
Neha,Verma,STU04322,Female,18,Mathematics,67.2,94.15,46.89,53.14,65.45,2.6,C,29.1,64.91,Low,45,91.48
Imran,Davis,STU04323,Male,22,CS,67.74,70.94,68.69,82.92,62.7,2.85,B,32.8,71.31,Low,41,80.39
John,Jones,STU04324,Female,24,Commerce,68.22,51.16,72.83,85.73,45.3,2.55,C,6.3,63.75,Medium,70,80.71
Divya,Yadav,STU04325,Male,21,AI & ML,51.06,95.7,94.2,42.24,89.46,3.22,A,25.8,80.4,Medium,79,41.49
Sneha,Patel,STU04326,Female,20,AI & ML,51.04,45.18,73.15,88.18,74.34,2.81,B,26.8,70.21,Medium,65,63.35
Arjun,Johnson,STU04327,Female,19,AI & ML,53.16,99.05,87.31,42.73,38.99,2.68,C,5.1,67.02,Medium,76,65.65
Deepa,Smith,STU04328,Female,18,AI & ML,86.31,39.21,93.15,82.28,42.26,2.57,C,6.5,64.23,Medium,52,77.5
Ahmed,Patel,STU04329,Male,21,Business,67.26,53.22,87.54,54.84,80.23,2.76,C,13.9,68.96,High,91,92.2
Simran,Singh,STU04330,Male,18,CS,52.42,65.89,42.67,99.27,89.44,2.97,B,18.3,74.32,Medium,72,53.58
Ahmed,Patel,STU04331,Male,24,Mathematics,63.28,41.33,89.73,77.52,66.55,2.75,C,12.8,68.78,Low,46,89.8
Rohit,Kumar,STU04332,Female,18,Commerce,85.18,97.81,42.78,64.86,72.09,2.78,C,10.2,69.38,High,96,66.46
Liam,Davis,STU04333,Male,22,Mathematics,76.37,41.91,69.58,54.69,78.59,2.45,C,21.5,61.19,High,80,51.76
Priya,Kumar,STU04334,Male,22,Mathematics,78.18,99.81,78.37,60.71,83.69,3.23,A,19.4,80.65,High,84,58.77
Rakesh,Jones,STU04335,Male,23,Commerce,87.78,70.59,54.91,61.4,44.13,2.31,D,24.6,57.76,High,83,93.43
Rohit,Yadav,STU04336,Male,19,Engineering,59.85,64.28,91.1,82.67,43.01,2.81,B,11.8,70.27,High,99,57.26
Imran,Jones,STU04337,Female,18,AI & ML,94.95,86.79,69.53,98.23,63.9,3.18,B,31.3,79.61,Low,25,73.94
Rakesh,Patel,STU04338,Male,21,CS,83.62,94.47,49.51,90.91,99.53,3.34,A,32.4,83.6,High,90,78.89
Divya,Johnson,STU04339,Female,20,Business,81.07,98.32,54.69,92.53,96.93,3.42,A,15.3,85.62,High,80,55.65
Liam,Yadav,STU04340,Male,19,AI & ML,81.71,63.37,92.62,86.58,64.13,3.07,B,11.3,76.67,Medium,75,79.85
Neha,Singh,STU04341,Male,19,CS,84.36,76.34,50.02,71.86,77.82,2.76,C,27.6,69.01,High,86,64.33
Anjali,Yadav,STU04342,Female,21,Business,72.27,36.06,88.95,51.34,56,2.32,D,9.9,58.09,Medium,52,98.58
Pooja,Patel,STU04343,Female,22,Mathematics,61.83,42.79,63.12,51.23,71.85,2.29,D,26.9,57.25,Low,21,88.83
Karan,Smith,STU04344,Female,23,CS,66.71,49.66,41.09,67.65,94.07,2.52,C,23.9,63.12,High,93,66.99
Anjali,Patel,STU04345,Male,18,AI & ML,98.09,78.11,90.23,58.57,74.71,3.02,B,13.9,75.41,Low,31,87.09
Deepa,Singh,STU04346,Male,18,Mathematics,68.06,51.43,94.57,84.99,60.97,2.92,B,11.5,72.99,Medium,74,56.41
Arjun,Kumar,STU04347,Male,23,Physics,50.83,93.02,64.79,63.72,38.74,2.6,C,11.0,65.07,High,90,90.04
Raj,Brown,STU04348,Male,21,Physics,76.66,90.38,69.13,89.72,60.62,3.1,B,14.8,77.46,High,100,41.03
Deepa,Kumar,STU04349,Male,24,Physics,80.84,94,68.85,46.17,60.67,2.7,C,17.6,67.42,High,90,72.35
Sara,Johnson,STU04350,Male,22,Mathematics,75,97.6,40.59,48.77,75.35,2.62,C,6.0,65.58,Medium,76,66.03
Isha,Patel,STU04351,Female,24,Mathematics,91.73,83.47,85.97,82.43,75.12,3.27,A,20.3,81.75,Medium,77,64.92
Kabir,Jones,STU04352,Male,19,Mathematics,87.76,59.44,61.86,61.88,50.69,2.34,D,15.9,58.47,Medium,78,47.85
Neha,Yadav,STU04353,Male,20,Engineering,79.02,40.28,88.22,87.95,87.94,3.04,B,21.5,76.1,Medium,61,81.32
Emma,Brown,STU04354,Male,24,Physics,93.99,36.64,46.09,79.71,56.79,2.19,D,16.1,54.81,High,80,41.67
Anjali,Singh,STU04355,Male,21,Commerce,77.52,48.07,79.65,74.03,98.26,3,B,7.0,75.0,High,96,92.57
Sara,Singh,STU04356,Female,19,AI & ML,65.76,63.42,42.82,90.61,84.78,2.82,B,17.9,70.41,High,86,96.0
Kabir,Yadav,STU04357,Male,23,Physics,97.95,59.52,83.37,52,81.2,2.76,C,17.1,69.02,Medium,71,66.22
Imran,Patel,STU04358,Female,22,Physics,91.27,87.52,83.22,56.51,69.6,2.97,B,16.2,74.21,Low,37,53.16
Maria,Kumar,STU04359,Female,22,Physics,78.77,89.15,98,93.52,46.68,3.27,A,29.4,81.84,Medium,59,70.39
Sara,Singh,STU04360,Female,24,Engineering,93.65,64.96,55.47,68.46,79.35,2.68,C,27.5,67.06,Low,26,96.89
Ravi,Jones,STU04361,Female,21,AI & ML,74.03,63.81,89.54,42.81,50.36,2.47,C,23.2,61.63,Medium,65,99.72
Neha,Smith,STU04362,Male,23,Mathematics,64.91,92.91,99.24,55.09,84.42,3.32,A,8.1,82.91,High,92,67.12
Rohit,Johnson,STU04363,Male,23,Physics,71.05,96.8,97.34,86.25,76.03,3.56,A,11.4,89.1,High,90,82.23
Neha,Patel,STU04364,Female,18,Physics,66.18,67.68,47.26,68.75,52.43,2.36,D,33.1,59.03,Medium,59,97.08
Raj,Davis,STU04365,Male,24,Commerce,58.02,59.47,54.02,66.2,38.28,2.18,D,9.2,54.49,High,92,51.83
Imran,Kumar,STU04366,Female,23,Commerce,52.92,58.94,44.73,43.11,78.53,2.25,D,27.6,56.33,Medium,65,41.56
Sneha,Johnson,STU04367,Male,19,Physics,72.54,72.07,40.2,43.47,49.84,2.06,D,15.7,51.4,High,81,63.31
John,Jones,STU04368,Female,23,Engineering,87.66,94.04,42.43,74.41,97.1,3.08,B,19.2,77.0,High,88,48.95
Aman,Singh,STU04369,Male,24,Engineering,85.25,98.04,71.68,91.54,42.56,3.04,B,23.2,75.96,Low,37,98.93
Anjali,Johnson,STU04370,Male,18,Physics,64.75,77.18,81.41,79.42,60.3,2.98,B,31.5,74.58,Low,29,41.91
Karan,Jones,STU04371,Female,18,Business,62.8,37.16,68.96,78.5,62.95,2.48,C,17.7,61.89,Medium,76,92.08
Liam,Brown,STU04372,Male,22,Engineering,58.66,82.78,58.4,60.37,55.09,2.57,C,9.6,64.16,Medium,74,83.52
Sneha,Kumar,STU04373,Male,24,CS,91.38,65.27,56.78,81.38,93.15,2.97,B,34.2,74.15,Medium,55,82.7
Kabir,Kumar,STU04374,Male,23,Business,91.96,76.37,85.45,46.79,91.75,3,B,14.7,75.09,High,85,57.76
Sara,Davis,STU04375,Male,18,Engineering,96.08,51.41,56.44,69.17,43.79,2.21,D,14.2,55.2,Medium,68,95.62
Ravi,Brown,STU04376,Female,24,CS,82.07,94.13,61.99,87.69,60.12,3.04,B,9.9,75.98,High,85,67.01
Divya,Williams,STU04377,Female,24,AI & ML,56.36,40.44,89.76,58.04,37.73,2.26,D,15.7,56.49,Medium,50,54.65
Liam,Williams,STU04378,Female,24,Commerce,60.12,39.84,84.55,89.88,88.96,3.03,B,21.1,75.81,High,86,97.34
Rakesh,Kumar,STU04379,Male,24,Engineering,84.34,70.48,71.17,75.6,63.78,2.81,B,20.6,70.26,Medium,64,69.67
Aman,Kumar,STU04380,Male,18,Mathematics,76.45,82.32,65.74,97.74,43.26,2.89,B,18.6,72.27,Medium,76,49.51
Imran,Johnson,STU04381,Male,22,Commerce,50.43,40.98,64,76.28,46.76,2.28,D,14.3,57.0,Low,22,92.13
Neha,Jones,STU04382,Male,20,Commerce,76.57,50.18,46.43,69.96,82.89,2.49,C,15.5,62.36,Low,22,75.11
Aman,Verma,STU04383,Male,21,Engineering,98.83,57.04,74.83,59.69,74.49,2.66,C,12.7,66.51,Medium,74,98.01
Imran,Yadav,STU04384,Female,22,Physics,89.45,79.71,69.18,46.38,75.26,2.71,C,27.9,67.63,Low,26,66.21
Deepa,Yadav,STU04385,Female,21,Engineering,70.35,48.09,54.82,75.36,52.47,2.31,D,20.2,57.68,Low,35,88.89
Sara,Smith,STU04386,Female,22,CS,71.76,94.72,86.81,40.18,39.96,2.62,C,21.4,65.42,Medium,77,65.32
Meera,Brown,STU04387,Male,23,Engineering,74.34,99.01,56.14,42.28,80.54,2.78,C,30.9,69.49,Medium,59,70.74
Isha,Singh,STU04388,Male,22,AI & ML,75.6,88.27,42.67,51.5,69.86,2.52,C,28.2,63.08,Low,47,83.0
Omar,Johnson,STU04389,Male,18,Engineering,74.48,43.24,61.05,79.82,81.94,2.66,C,25.3,66.51,High,81,91.64
Kabir,Verma,STU04390,Male,21,Business,81.58,51.09,81.07,89.22,76.78,2.98,B,19.5,74.54,High,100,60.96
John,Smith,STU04391,Male,21,AI & ML,75.9,60.31,99.42,64.38,39.47,2.64,C,24.1,65.9,High,95,69.95
John,Verma,STU04392,Male,18,Commerce,77.85,74.64,50.82,41.82,59.25,2.27,D,6.5,56.63,High,100,69.35
Imran,Singh,STU04393,Female,22,Business,57.83,54.57,41.06,93.45,98.79,2.88,B,23.6,71.97,Medium,74,41.16
Omar,Jones,STU04394,Female,20,Business,98.8,56.41,47.62,58.96,70.95,2.34,D,30.2,58.48,Medium,78,75.62
Pooja,Verma,STU04395,Male,20,Engineering,72.33,54.57,74.63,75.04,75.83,2.8,B,9.4,70.02,Medium,59,54.37
Divya,Kumar,STU04396,Female,18,CS,82.48,80.28,82.94,43.63,43.09,2.5,C,34.5,62.48,Medium,62,78.2
Aman,Singh,STU04397,Male,20,Physics,59.32,97.45,61.98,59.34,50.17,2.69,C,12.5,67.23,Medium,77,64.94
John,Verma,STU04398,Female,23,Commerce,98.41,78.72,96.25,54.9,55.57,2.85,B,34.2,71.36,High,98,72.61
Ali,Patel,STU04399,Male,24,AI & ML,81.02,72.57,60,99.92,93.12,3.26,A,19.5,81.4,Medium,75,67.25
Maria,Kumar,STU04400,Male,22,Mathematics,63.21,70.03,60.52,43.51,69.39,2.43,C,34.9,60.86,High,94,91.12
Sara,Singh,STU04401,Female,21,Commerce,99.73,61.05,71.49,87.4,60.87,2.81,B,11.4,70.2,Medium,69,90.35
Kabir,Smith,STU04402,Male,18,Business,71,40.28,69.4,69.25,66.79,2.46,C,18.6,61.43,Low,29,99.19
Raj,Johnson,STU04403,Male,23,Business,52.62,76.04,84.56,44.24,61.31,2.66,C,15.5,66.54,Medium,52,77.38
Arjun,Singh,STU04404,Female,20,Mathematics,85.6,47.18,51.2,96.77,84.02,2.79,C,21.1,69.79,Medium,61,99.64
Aman,Patel,STU04405,Male,23,Engineering,78.9,76.53,53.76,75.57,38.08,2.44,C,29.9,60.98,Medium,62,74.12
Raj,Patel,STU04406,Male,18,AI & ML,66.39,87.99,41.51,95.57,82.15,3.07,B,31.3,76.81,Medium,65,93.19
Kabir,Verma,STU04407,Female,22,Mathematics,62.59,41.27,95.06,64.7,85.64,2.87,B,9.1,71.67,High,82,74.56
Neha,Smith,STU04408,Female,23,Engineering,76.05,78.67,78.04,81.95,61.36,3,B,27.4,75.01,Medium,67,46.25
Raj,Kumar,STU04409,Female,23,AI & ML,56.39,56.29,54.35,41.68,39.79,1.92,F,14.0,48.03,High,82,99.21
Meera,Kumar,STU04410,Male,21,Business,96.69,64.29,81.13,58.31,93.07,2.97,B,29.7,74.2,High,86,70.29
Liam,Brown,STU04411,Female,24,Engineering,54.24,56,94.92,76.77,54.92,2.83,B,25.5,70.65,High,87,73.04
